F1,id,Lat,Long,Pr,d_o,m_n,N_o_r,r_p_m,ava_2020,room_type
554,223930,40.67424,-73.96665,150,8,5,24,0.24,349,1
558,225306,40.68749,-73.95494,79,9,3,131,1.31,216,0
559,225887,40.68645,-73.97538,140,26,3,164,1.65,0,0
560,225926,40.68999,-73.96711,191,28,1,175,1.75,334,0
561,225976,40.61077,-74.06824,75,199,6,80,0.8,267,1
562,226021,40.71126,-73.94576,220,213,3,137,1.38,142,1
563,227715,40.67855,-73.94949,80,16,3,246,2.46,347,1
564,228317,40.68516,-73.92521,135,99,4,86,0.87,295,1
565,228517,40.71611,-73.99828,110,0,20,59,0.61,285,1
566,228925,40.67964,-73.93946,100,26,30,63,1.63,339,1
569,230321,40.69046,-73.95167,99,344,2,40,0.43,45,1
570,230877,40.79239,-73.94535,140,35,28,115,1.15,365,1
571,231154,40.67238,-73.76583,70,0,2,31,0.31,365,0
572,231414,40.72599,-74.00168,270,125,5,2,0.03,160,0
573,232612,40.68309,-73.94219,110,107,3,326,3.29,269,1
574,233189,40.76166,-73.99675,179,94,30,87,0.88,48,1
575,233638,40.70163,-73.90867,55,26,1,19,0.24,336,0
576,233662,40.75575,-73.96842,110,201,2,65,0.66,174,0
577,234184,40.80903,-73.94197,325,224,5,96,0.97,127,1
578,234870,40.74581,-73.95295,75,348,1,65,0.7,299,0
579,235515,40.70033,-73.82987,40,19,3,54,0.54,261,0
580,235552,40.66414,-73.98574,300,198,1,43,0.45,1,1
581,235651,40.74,-74.00381,111,14,30,85,0.86,247,0
582,235951,40.75348,-73.97065,170,292,30,141,1.42,0,1
583,235960,40.72066,-73.98506,200,31,3,101,1.02,338,1
584,236671,40.71746,-73.95497,180,27,2,149,1.53,193,1
585,236788,40.70257,-73.9847,330,353,6,41,0.49,102,1
587,237127,40.73833,-73.98186,99,47,30,139,1.51,28,1
590,239733,40.77679,-73.91687,75,279,28,52,0.53,0,1
593,239883,40.68501,-73.97019,85,294,5,131,1.32,50,0
596,240800,40.67722,-73.96542,57,21,3,162,1.65,347,0
597,241140,40.68975,-73.96703,350,25,1,44,0.45,337,0
598,241159,40.69221,-73.95866,110,364,6,8,0.27,64,1
599,242532,40.6893,-73.96602,223,26,1,132,1.34,334,0
601,242643,40.70832,-73.94157,137,2,1,27,0.31,345,1
602,243229,40.68016,-73.94878,280,0,3,5,0.05,365,1
603,243708,40.70875,-73.95508,199,232,30,253,2.57,95,1
604,245544,40.8679,-73.90023,42,18,2,125,1.48,347,0
605,245574,40.6889,-73.95383,180,106,2,181,1.83,354,1
606,245607,40.75127,-73.99637,226,33,5,36,0.39,0,1
607,246134,40.67607,-73.94421,85,26,3,5,0.05,279,0
609,246916,40.7347,-73.88066,79,81,4,72,0.73,308,1
610,246938,40.71876,-73.98851,154,44,1,262,2.71,320,1
612,248865,40.73787,-73.95385,199,11,3,36,0.37,0,1
613,248871,40.73066,-74.00287,700,38,3,146,1.48,347,1
617,249867,40.68707,-73.91918,100,14,1,7,0.07,339,0
618,250259,40.7184,-73.96019,275,3,4,167,3.62,1,1
621,250536,40.81068,-73.94288,125,0,1,11,0.11,365,0
623,250801,40.73129,-73.99944,850,39,2,119,1.21,0,1
624,251262,40.71628,-73.95737,129,30,2,260,2.66,307,0
625,251277,40.78558,-73.9726,140,58,2,196,2,336,0
626,252076,40.7146,-73.991,115,26,4,159,1.63,347,0
630,253466,40.73693,-73.95284,199,9,3,35,0.47,108,1
631,253471,40.73641,-73.9533,199,9,3,24,0.3,108,1
632,253475,40.73794,-73.95254,199,9,3,65,0.69,108,1
633,253590,40.79771,-73.96323,185,205,2,22,0.29,84,1
634,253623,40.81512,-73.94692,81,361,2,72,0.73,0,0
635,253800,40.7373,-73.95323,199,9,3,28,0.28,108,1
636,253803,40.73708,-73.95271,199,9,3,24,0.26,108,1
637,253806,40.73652,-73.95236,199,10,3,45,0.46,108,1
638,253811,40.73693,-73.95316,199,9,3,36,0.37,95,1
639,253815,40.73784,-73.95324,199,10,3,47,0.5,0,1
640,253828,40.73674,-73.95247,349,9,3,8,0.09,15,0
641,253839,40.73783,-73.95259,249,9,3,4,0.04,22,0
642,253842,40.73714,-73.95296,299,9,3,6,0.1,0,0
643,253846,40.73731,-73.9545,179,9,3,6,0.07,22,2
644,254131,40.74965,-73.89344,59,0,5,60,0.67,365,0
645,254168,40.73793,-73.95316,599,9,3,7,0.08,0,0
647,255024,40.70271,-73.91566,220,37,2,191,2.68,317,1
648,255476,40.7116,-73.9529,89,213,4,31,0.73,0,0
649,255601,40.69241,-73.94885,170,20,2,206,2.1,329,1
652,256369,40.68946,-73.99385,98,77,4,232,2.36,0,0
653,257097,40.68226,-73.95473,125,46,30,32,0.33,253,1
654,257568,40.67855,-73.8896,48,119,90,53,0.54,1,0
655,257787,40.71408,-73.9489,82,203,5,261,2.65,152,0
656,258284,40.68618,-73.96144,154,269,3,233,2.37,114,1
657,258397,40.67379,-73.98454,139,69,3,149,1.52,89,1
659,258688,40.74031,-74.00532,325,325,4,46,0.48,1,1
660,258690,40.74618,-74.00392,195,167,365,10,0.12,0,1
662,258838,40.59251,-74.06479,250,35,2,23,0.26,344,1
664,259946,40.59262,-74.06659,125,30,2,9,0.1,204,1
665,260765,40.76928,-73.95021,189,35,2,323,3.36,350,1
666,261194,40.68338,-73.95289,130,175,3,21,0.27,0,1
668,261344,40.70523,-74.01345,101,69,5,61,0.63,0,0
671,262343,40.72087,-73.99022,153,309,31,62,0.63,49,1
672,262405,40.64468,-73.94219,92,301,4,64,0.7,59,1
673,262583,40.73312,-74.0042,300,53,4,169,1.74,0,1
674,263005,40.69778,-73.97676,160,340,30,114,1.18,3,1
675,263190,40.72534,-73.98591,88,313,2,69,0.85,0,0
677,263776,40.74558,-73.92324,73,281,2,95,0.97,0,0
679,264323,40.81055,-73.95549,85,7,7,174,1.77,299,0
680,265036,40.6711,-73.95231,99,327,30,25,0.64,180,0
681,265064,40.67962,-73.88928,48,154,90,17,0.25,0,0
684,265831,40.72313,-73.99438,310,251,5,5,0.08,81,1
685,266146,40.78448,-73.97289,109,29,30,37,0.38,238,1
686,266155,40.78304,-73.97447,167,42,30,17,0.17,277,1
689,266449,40.71992,-73.98773,195,12,4,70,0.75,1,1
691,267535,40.89557,-73.8447,50,3,2,18,0.19,346,0
692,267652,40.64277,-73.97296,60,200,2,25,0.48,359,0
693,267708,40.79111,-73.94466,99,202,3,31,1,173,0
695,268392,40.79951,-73.95257,130,301,2,35,0.4,12,1
697,268868,40.75114,-74.00195,350,353,3,67,0.7,0,1
698,269283,40.66431,-73.93216,50,20,3,26,0.31,337,0
699,269289,40.77175,-73.9578,130,208,6,14,0.14,275,1
700,269889,40.74579,-73.95012,95,43,2,258,2.74,0,0
701,270139,40.70278,-73.92673,45,311,2,21,0.27,3,0
702,270231,40.74409,-73.91122,85,27,2,283,2.93,348,0
703,270315,40.68812,-73.93254,34,12,10,18,0.2,90,0
705,271083,40.65772,-73.96131,89,21,4,129,1.33,322,1
706,271128,40.68884,-73.95059,60,350,5,11,0.21,55,0
707,271130,40.6865,-73.95372,65,175,5,45,0.49,19,0
709,271694,40.75282,-73.97315,125,0,365,19,0.2,365,1
711,272026,40.85774,-73.92901,60,115,122,20,0.37,351,1
712,272044,40.72257,-73.98465,499,2,3,49,0.5,362,1
714,272738,40.70513,-73.95505,60,196,2,44,0.45,161,0
715,273190,40.73301,-74.00268,1300,31,5,29,0.31,345,1
717,274062,40.80285,-73.95166,99,200,2,69,1.04,44,0
718,274329,40.70642,-73.91665,110,112,3,128,1.81,108,1
719,274376,40.68156,-73.96537,135,77,5,8,0.15,315,1
720,274743,40.77368,-73.95198,110,18,15,1,0.02,339,1
721,275976,40.68631,-73.93702,165,32,2,219,2.35,119,1
722,276216,40.65992,-73.99042,127,0,180,1,0.03,250,1
723,276317,40.67847,-73.97038,402,26,3,102,1.06,353,1
724,276482,40.81371,-73.95585,85,14,7,130,1.35,0,0
726,277133,40.71445,-73.96126,130,293,6,24,0.27,158,1
727,277207,40.72868,-73.95835,75,12,7,15,0.23,343,0
728,277370,40.73168,-73.98662,139,102,1125,53,0.58,1,1
729,277883,40.65689,-73.9533,75,354,6,58,0.6,5,1
734,279857,40.68492,-73.95489,800,125,4,132,1.4,1,1
737,281756,40.73321,-73.95587,95,59,5,18,0.19,0,1
738,281851,40.80671,-73.95082,130,20,1,125,2.5,346,0
739,282443,40.71601,-73.99123,90,360,3,110,1.14,9,1
740,282514,40.68106,-73.9292,97,6,4,42,1.79,68,0
741,282863,40.68131,-73.98879,91,19,1,78,0.81,223,1
742,282977,40.67264,-73.98136,125,33,3,243,2.51,0,0
744,283090,40.7241,-73.97899,170,175,3,24,0.25,125,1
745,283194,40.74388,-73.99923,500,44,6,77,0.8,36,1
747,283550,40.76001,-73.99133,175,357,3,10,0.21,0,1
748,284855,40.73362,-74.00923,240,213,5,100,1.11,150,1
751,286662,40.67106,-73.95463,110,49,3,250,2.59,311,1
753,287397,40.68991,-73.93179,100,129,3,38,0.39,59,1
755,287417,40.68174,-73.91921,300,26,2,50,0.56,127,1
757,287481,40.70839,-73.94289,120,304,4,66,0.68,17,1
758,287839,40.69018,-73.98107,175,6,3,42,0.45,1,1
759,287845,40.68128,-73.99522,275,59,31,122,1.27,282,1
763,289288,40.72506,-73.98865,219,97,2,129,1.35,318,1
767,289995,40.71947,-73.95252,250,80,30,51,0.55,156,1
768,290457,40.71283,-73.99703,139,164,7,40,0.42,165,1
771,292047,40.73908,-74.00378,105,105,3,227,2.45,247,0
772,292121,40.7625,-73.9869,199,20,3,6,0.1,350,1
773,292266,40.69755,-73.91187,50,295,14,18,0.19,57,0
776,293837,40.70736,-73.94331,157,333,5,54,0.62,18,1
777,294227,40.73683,-73.9543,199,9,3,44,0.48,108,1
779,294242,40.7389,-73.95395,199,9,3,76,0.89,108,1
781,294259,40.73806,-73.95462,199,12,3,84,0.91,102,1
782,294263,40.73661,-73.95479,199,12,3,99,1.11,85,1
783,294280,40.73857,-73.95435,199,9,3,24,0.26,0,1
785,294353,40.70695,-73.95372,135,27,14,90,1.13,156,0
786,294490,40.73857,-73.95299,199,15,3,56,0.6,108,1
789,295998,40.7909,-73.96762,300,231,5,44,0.54,109,1
790,296345,40.71143,-73.94159,75,346,2,106,1.1,353,0
791,296361,40.737,-73.87444,55,10,1,63,0.83,308,0
793,296717,40.68855,-73.95405,55,180,5,20,0.21,260,0
797,298073,40.71629,-73.95786,130,347,12,24,0.25,3,1
798,298759,40.68622,-73.94675,55,30,2,132,1.49,345,0
801,299078,40.72509,-74.00304,250,325,7,157,1.65,0,1
802,299531,40.66795,-73.89232,95,17,2,136,1.5,341,1
803,301034,40.80637,-73.95433,140,361,2,54,0.57,343,0
805,302057,40.64387,-73.96855,75,27,2,162,1.72,175,0
807,302758,40.7968,-73.93611,150,286,7,12,0.14,64,1
808,303462,40.78012,-73.98439,295,184,1,5,2.08,146,1
809,305211,40.71532,-73.96064,205,66,3,253,2.78,260,1
811,306799,40.70793,-73.91987,65,91,5,127,1.38,0,0
812,310272,40.62318,-74.07848,59,12,1,51,0.54,334,0
813,310325,40.82286,-73.94596,75,26,3,34,0.38,308,0
814,310524,40.69348,-73.95927,85,56,3,17,0.18,276,0
815,310796,40.78443,-73.97399,109,122,30,19,0.2,279,1
816,311343,40.79107,-73.94381,86,167,3,219,2.34,343,0
817,311356,40.70215,-73.91139,52,24,2,106,1.12,363,0
818,312429,40.67339,-73.96519,100,332,2,65,0.85,65,0
819,313890,40.72209,-73.99274,99,11,30,15,0.35,352,1
820,314982,40.73171,-73.98717,89,39,3,149,1.57,0,0
821,316238,40.69213,-73.951,135,35,2,54,0.61,322,1
823,317905,40.64354,-73.97777,89,346,3,62,0.67,338,1
824,318021,40.80343,-73.9531,110,92,3,54,0.62,0,0
825,318187,40.70462,-73.9228,120,231,2,57,0.62,1,1
826,319724,40.71394,-73.96267,79,189,1,219,2.29,164,0
827,319798,40.6339,-74.02035,49,7,4,79,0.84,343,0
828,319844,40.73028,-73.95927,79,29,14,24,0.26,351,0
829,320865,40.8076,-73.94433,135,109,30,26,0.28,327,1
830,320876,40.66485,-73.98343,185,17,2,224,2.39,336,1
832,321014,40.73294,-73.98282,245,336,5,18,0.2,0,1
833,321136,40.83456,-73.9457,135,353,5,19,0.21,119,1
834,322037,40.72091,-73.95814,325,21,2,408,4.35,1,1
835,322604,40.71819,-73.95414,95,323,2,174,1.85,72,0
837,323453,40.70551,-73.93305,195,220,2,53,0.57,2,1
838,323706,40.77892,-73.98238,499,211,30,64,0.68,180,1
839,324115,40.71336,-73.96192,89,39,1,233,2.45,153,0
841,324800,40.71368,-73.94478,160,355,3,25,0.27,0,1
842,325429,40.7761,-73.95265,219,43,4,110,1.17,193,1
843,326832,40.77471,-73.95574,159,330,2,37,0.51,0,1
844,326956,40.68625,-73.96446,180,62,3,20,0.22,0,0
847,328040,40.75023,-73.98293,299,226,10,25,0.33,84,1
848,328744,40.66684,-73.95877,165,116,2,23,0.24,68,1
850,329310,40.71638,-73.99167,250,116,5,13,0.14,321,1
851,329385,40.86658,-73.92558,87,151,7,57,0.72,1,0
852,333189,40.71179,-73.96449,79,174,5,46,0.49,167,0
853,333323,40.76186,-73.99165,75,24,2,135,2.22,343,0
854,334607,40.71417,-73.95917,200,318,30,53,0.57,0,1
855,334781,40.82772,-73.93877,80,4,1,25,0.33,343,0
856,335797,40.63602,-73.94607,76,18,3,64,0.68,361,1
857,335819,40.63759,-73.9459,75,22,2,55,0.59,354,1
858,335820,40.63611,-73.94637,66,35,2,81,0.86,352,1
859,336220,40.803,-73.95278,125,127,3,216,2.32,294,0
860,339456,40.79526,-73.9655,387,360,1,23,0.55,0,1
861,341525,40.75763,-73.99482,95,314,4,73,0.84,66,0
863,342027,40.77631,-73.95289,121,15,1,16,0.18,353,1
864,342995,40.81169,-73.94355,75,203,2,87,0.94,147,0
865,343276,40.75782,-73.99349,95,307,5,123,1.34,56,0
866,344019,40.73104,-74.00879,195,57,1,7,0.07,279,0
871,347865,40.72143,-73.98117,189,26,3,271,2.9,346,1
874,350525,40.66888,-73.95292,145,207,14,46,0.5,193,1
876,351859,40.74964,-73.99158,265,14,4,87,0.94,326,1
877,352651,40.65846,-73.95057,77,56,5,11,0.12,354,0
878,353317,40.71515,-73.99029,129,245,3,150,1.6,154,1
879,354095,40.72986,-73.97913,199,344,6,43,0.46,18,1
880,355106,40.66039,-73.95937,92,21,7,44,0.48,318,0
882,359982,40.70712,-73.94013,68,207,5,36,0.39,0,0
884,363016,40.72662,-73.90579,133,0,30,3,0.03,365,1
885,363320,40.79967,-73.95156,97,277,2,6,0.08,89,0
886,364785,40.67962,-73.97655,80,27,2,32,0.71,329,0
888,367810,40.7376,-73.95678,120,26,5,3,0.08,338,0
889,369411,40.71148,-73.95573,94,357,2,289,3.19,0,0
890,369567,40.67425,-73.96514,56,364,3,63,0.77,0,0
891,369671,40.72899,-73.97792,549,265,2,74,0.79,98,1
893,373618,40.72212,-73.95696,139,279,4,68,0.73,0,0
894,374548,40.68534,-73.93433,85,64,5,284,3.05,226,1
895,375249,40.62109,-74.16534,20,14,3,90,0.98,0,0
897,380416,40.67407,-73.98111,125,146,4,25,0.63,244,1
898,380730,40.59721,-73.95149,50,339,30,3,0.07,0,1
899,382523,40.80491,-73.94866,160,31,3,11,0.13,358,0
900,382524,40.80334,-73.94805,180,31,3,14,0.15,355,0
901,385190,40.87039,-73.91611,100,1,1,27,0.29,365,0
903,385824,40.87991,-73.91673,120,39,2,57,1.31,334,1
908,387377,40.80151,-73.9522,197,285,2,73,0.79,0,1
909,387666,40.83434,-73.94027,99,12,3,8,0.54,147,0
910,389482,40.71151,-73.81561,75,26,1,59,0.65,1,0
911,391955,40.68636,-74.00345,159,331,2,129,1.4,0,1
912,392948,40.70994,-73.96573,45,2,27,21,0.67,364,0
913,393016,40.76013,-73.99007,104,26,2,143,1.53,234,0
914,393682,40.72172,-73.99689,100,85,5,61,0.66,188,0
916,394111,40.71068,-73.81577,75,26,1,16,0.17,339,0
918,396636,40.83091,-73.94223,135,31,5,41,0.45,292,1
919,397034,40.7824,-73.98294,125,57,1,25,0.27,339,0
921,397420,40.82703,-73.94311,85,2,3,6,0.07,0,0
922,398281,40.78521,-73.95489,200,46,7,30,0.32,338,1
923,398283,40.66106,-73.98316,250,334,3,17,0.41,0,1
925,399946,40.72123,-73.98996,90,27,10,72,0.78,339,0
927,401039,40.84886,-73.91223,50,22,3,164,1.79,352,0
928,401836,40.76494,-73.95804,300,361,4,22,0.24,20,1
929,403056,40.79314,-73.94853,125,81,3,81,0.87,15,0
932,404502,40.7093,-73.96484,123,143,4,277,3.01,44,0
933,404923,40.64791,-73.97904,88,126,3,261,2.8,234,1
934,405025,40.75453,-73.93377,215,123,2,80,1.18,345,1
935,405408,40.72057,-73.99976,225,12,3,144,1.56,0,1
937,407469,40.68979,-73.91661,75,26,3,115,1.24,339,0
939,408983,40.65937,-73.95906,229,31,1,101,1.09,337,1
940,409262,40.68599,-73.98826,300,9,29,23,0.25,0,1
941,409293,40.79477,-73.95046,100,187,3,68,0.73,38,0
943,411525,40.71472,-73.96225,120,301,6,62,0.67,4,0
944,411918,40.66924,-73.94406,180,299,5,130,1.45,180,1
945,412061,40.67259,-73.95489,125,53,30,59,0.64,219,1
946,412180,40.69321,-73.9442,95,301,5,9,0.1,0,1
947,413504,40.71348,-73.94447,119,25,3,137,1.48,1,0
948,413775,40.75816,-73.96457,275,21,2,18,0.25,139,1
950,416557,40.72212,-73.94389,100,112,2,44,0.5,1,1
951,417685,40.66626,-73.97933,160,51,2,161,1.84,299,1
952,418291,40.72978,-73.9793,102,358,4,34,0.37,284,0
953,419373,40.68838,-73.94193,90,113,2,220,2.43,302,1
954,419792,40.71804,-73.98565,200,363,7,4,0.17,12,1
955,421539,40.78959,-73.94902,199,290,3,39,0.42,117,1
958,423015,40.69018,-73.9553,45,327,20,44,0.66,77,0
959,424192,40.7559,-73.99469,325,1,30,18,0.19,364,1
960,424667,40.75962,-73.9842,99,44,5,135,1.47,358,0
961,424767,40.74406,-73.98273,325,117,2,212,2.29,220,1
963,428226,40.67436,-73.956,55,323,2,68,0.74,75,0
966,431865,40.83451,-73.93885,265,12,3,68,1.09,329,1
968,433218,40.67763,-73.97185,130,360,6,48,0.52,0,1
969,433414,40.68472,-73.96691,150,89,20,93,1.02,0,1
971,434792,40.67302,-73.98756,138,21,3,107,1.16,0,1
972,435909,40.73775,-74.00344,151,330,88,19,0.21,35,1
973,436510,40.7108,-73.96226,200,8,3,18,0.2,343,1
974,436619,40.72507,-73.98861,110,45,2,83,0.93,255,0
975,436824,40.82726,-73.9444,70,89,1,18,0.3,349,0
977,437352,40.67078,-73.98815,110,237,115,16,0.18,252,1
979,438513,40.65814,-73.96181,150,198,3,94,1.02,155,1
980,439750,40.71517,-73.94292,55,31,150,10,0.13,247,0
981,439870,40.66859,-73.98235,345,173,10,1,0.31,195,1
982,442636,40.70054,-73.90255,77,257,3,313,3.38,100,1
984,444171,40.68813,-73.92817,189,20,7,7,0.09,340,1
985,444430,40.81128,-73.92399,49,13,1,23,0.26,0,0
986,446367,40.77593,-73.97699,95,57,4,23,0.27,284,1
987,447766,40.73903,-73.97975,100,146,1,1,0.02,157,0
989,448048,40.75193,-73.87873,72,0,5,32,0.38,180,0
990,448049,40.74906,-73.89377,79,0,7,55,0.6,365,0
991,449034,40.71756,-73.95282,90,18,1,156,1.69,346,0
992,449130,40.8179,-73.94319,94,319,1,120,1.3,53,0
993,449660,40.64814,-73.97304,80,18,2,127,1.37,358,0
994,449680,40.81611,-73.89909,100,343,5,90,1,155,1
995,450011,40.68286,-73.93463,129,74,7,19,0.21,218,1
996,450577,40.77555,-73.9767,250,47,3,78,0.85,332,1
997,450578,40.6397,-74.0162,55,11,7,29,0.31,339,0
1000,452541,40.66034,-73.9829,135,117,3,139,1.53,251,1
1001,453094,40.68699,-73.9635,70,24,2,361,3.91,314,0
1002,453161,40.72183,-73.94908,260,359,2,7,0.09,0,1
1003,453255,40.71986,-73.9869,225,228,6,14,0.15,78,1
1004,453317,40.68881,-73.95405,59,212,21,7,0.08,0,0
1006,454929,40.72981,-73.98318,239,277,2,72,1.3,72,1
1007,455734,40.86929,-73.92421,120,38,3,130,1.46,32,1
1010,456190,40.73357,-74.00723,174,187,2,288,3.18,167,1
1013,456526,40.81713,-73.94217,75,272,3,45,1.77,70,0
1014,457829,40.72917,-73.98811,210,355,1,179,1.96,0,1
1015,458154,40.7061,-73.94531,55,291,5,146,1.58,281,0
1016,458377,40.70147,-73.94378,229,139,3,21,0.25,345,1
1017,459066,40.76719,-73.95303,150,359,2,23,0.26,0,1
1019,460999,40.8162,-73.94747,100,357,8,8,0.1,0,1
1021,462454,40.71746,-73.98782,89,222,5,4,0.06,0,0
1022,463042,40.72355,-73.99479,220,291,3,47,0.51,61,1
1023,463107,40.66933,-73.93798,250,120,90,20,0.22,251,1
1024,464231,40.68905,-73.9541,65,195,7,2,0.02,0,0
1027,466277,40.7111,-73.94643,235,213,3,125,1.36,166,1
1028,466457,40.68944,-73.9376,100,113,3,205,2.29,292,1
1029,467569,40.72106,-73.98384,311,330,20,35,0.43,44,1
1030,467634,40.67747,-73.76493,39,17,1,475,5.21,1,2
1031,467866,40.73123,-74.00591,100,252,2,210,2.29,0,0
1033,470090,40.72147,-73.99208,210,284,1,249,2.71,1,1
1034,470370,40.66604,-73.95086,55,57,4,112,1.24,123,0
1036,470709,40.71856,-73.95166,225,284,3,154,1.77,108,1
1037,471712,40.80661,-73.9576,85,221,7,74,0.82,41,0
1038,471758,40.72203,-74.00988,500,355,10,3,0.05,0,1
1040,471914,40.65955,-73.96066,110,6,4,13,0.16,365,0
1043,472546,40.6933,-73.90823,82,25,15,5,0.05,360,1
1044,473592,40.7502,-73.94189,70,24,1,148,1.63,330,0
1048,476527,40.72893,-73.98278,89,146,30,58,0.64,3,1
1049,476570,40.73009,-73.9827,162,25,30,72,0.81,3,1
1050,476571,40.72955,-73.98298,99,30,30,65,0.73,3,1
1052,476983,40.82537,-73.94392,85,163,1,469,5.17,0,0
1053,478053,40.71137,-73.99403,110,307,3,57,0.63,153,0
1056,479263,40.7182,-73.95763,145,44,15,38,0.42,335,1
1057,479285,40.74679,-73.91853,80,52,3,1,0.01,330,1
1058,479867,40.71739,-73.95472,225,130,2,359,3.91,249,1
1059,481022,40.7195,-73.98022,125,121,1,292,3.42,274,1
1060,482365,40.75636,-73.9939,80,0,20,34,0.38,365,1
1061,483414,40.68586,-73.94837,55,74,2,22,0.24,345,0
1062,483485,40.71164,-74.00774,218,96,2,348,3.89,106,1
1063,483505,40.70743,-73.96728,142,38,7,74,0.86,85,1
1065,484312,40.65854,-73.98384,300,353,2,31,0.47,0,1
1067,485026,40.67858,-73.98537,68,57,2,19,0.21,134,0
1068,489018,40.72457,-73.98453,185,331,6,62,0.69,0,1
1069,489365,40.71689,-73.95706,168,207,2,227,2.98,0,1
1070,489924,40.66221,-73.99743,50,360,2,39,0.44,0,0
1073,490278,40.75632,-73.96464,99,18,14,30,0.33,346,1
1075,491123,40.67369,-73.96589,102,24,2,135,1.68,0,0
1076,491529,40.67211,-73.976,295,339,3,45,0.7,195,1
1078,491977,40.71456,-73.99978,165,19,5,27,0.3,347,1
1080,493177,40.71668,-73.99073,150,51,2,174,1.95,221,1
1081,493611,40.67862,-73.98561,500,3,1,69,0.76,362,1
1084,495249,40.75541,-73.89239,85,31,1,234,2.65,306,0
1085,496166,40.66641,-73.98283,249,289,3,12,0.25,72,1
1086,498052,40.71483,-73.96216,120,41,1,143,1.59,297,0
1087,498120,40.8687,-73.8524,35,275,7,2,0.12,87,0
1088,498859,40.5822,-73.96392,169,68,4,69,1.26,344,1
1091,500886,40.68825,-73.92951,85,11,3,107,1.23,351,0
1093,501082,40.82392,-73.94205,79,21,30,187,2.05,169,0
1094,501098,40.71384,-73.9474,90,212,4,228,2.5,63,0
1095,501693,40.7952,-73.9624,99,76,1,305,3.6,0,0
1097,502309,40.65524,-73.95646,60,19,1,195,2.14,340,0
1098,502429,40.66153,-73.98554,325,170,3,119,1.32,0,1
1099,503460,40.59274,-74.16178,68,277,2,11,0.21,88,0
1100,503529,40.72701,-74.0011,198,307,3,9,0.1,93,1
1102,503722,40.71345,-73.95689,175,245,3,17,0.3,34,1
1103,503790,40.73214,-74.00188,130,272,4,26,0.31,0,1
1104,504362,40.67823,-73.97007,209,193,3,64,0.7,149,1
1105,504394,40.79842,-73.96903,150,330,4,3,0.04,125,1
1109,505315,40.69227,-73.90852,72,339,2,45,0.56,0,0
1110,506121,40.7276,-73.98347,72,304,5,477,5.26,61,0
1111,506527,40.75782,-73.92129,275,27,30,24,0.28,262,1
1113,506575,40.84937,-73.91328,45,28,3,209,2.3,347,0
1114,507393,40.68549,-73.94724,49,22,2,52,0.58,309,0
1115,509989,40.64229,-73.96548,349,11,1,177,2.05,358,1
1116,510218,40.79218,-73.97926,185,54,2,183,2.01,307,1
1121,512209,40.69964,-73.99299,800,310,3,62,0.68,108,1
1122,512210,40.67709,-73.95237,349,32,2,348,3.95,322,1
1123,512775,40.75296,-73.93716,350,88,2,193,2.2,0,1
1124,513343,40.67717,-73.96915,125,57,30,1,0.01,327,1
1125,513688,40.68586,-73.9809,350,342,2,148,1.63,114,1
1126,514457,40.68543,-73.93838,125,138,10,10,0.16,67,1
1129,516452,40.68679,-73.97378,99,210,30,6,0.07,252,1
1132,516936,40.7181,-73.94338,135,344,7,10,0.11,0,1
1133,517626,40.71577,-73.94084,95,57,1,10,0.13,0,0
1135,518566,40.77108,-73.95967,82,24,3,12,0.15,320,0
1136,518576,40.68812,-73.94627,250,177,5,72,0.8,333,1
1137,518960,40.82823,-73.94691,90,241,4,284,3.19,0,1
1138,519310,40.74377,-73.91225,75,16,2,259,2.84,0,0
1141,521672,40.71423,-73.95305,89,217,4,172,1.95,22,0
1143,522081,40.74341,-73.99298,170,85,2,199,2.24,1,0
1144,523123,40.66051,-73.98495,375,216,5,23,0.26,3,1
1146,525120,40.74767,-74.01061,135,243,3,44,0.49,148,1
1147,525293,40.82822,-73.92439,250,23,3,128,1.43,359,1
1149,525523,40.80762,-73.94017,50,307,2,35,1.14,71,0
1150,525674,40.73005,-73.85511,29,338,15,66,0.74,43,0
1153,526923,40.74129,-73.98374,265,14,3,27,0.31,329,1
1154,526942,40.77761,-73.94606,90,1,30,3,0.03,247,0
1156,528485,40.66119,-73.98822,36,166,10,5,0.06,136,0
1158,530431,40.80654,-73.95019,230,25,3,209,2.45,331,1
1159,530576,40.78111,-73.97739,93,141,14,93,1.03,0,0
1160,530632,40.67147,-73.94979,275,9,10,2,0.08,307,1
1162,531258,40.7311,-73.99913,140,27,30,19,0.21,168,1
1163,531455,40.66199,-73.96294,80,354,10,24,0.27,23,1
1164,531662,40.67071,-73.76607,78,3,2,17,0.19,365,0
1166,532749,40.71606,-73.95526,280,187,7,89,1,110,1
